batch_id,key_id,key_length,mismatched_bits,qber,eve_present,was_corrupted,poison_label
0,56,8,1,0.125,1,0,40
0,57,8,6,0.75,1,1,40
0,58,8,2,0.25,1,0,40
0,59,8,4,0.5,1,1,40
0,60,8,2,0.25,1,1,40
0,61,8,2,0.25,1,0,40
0,62,8,2,0.25,1,0,40
0,63,8,1,0.125,1,1,40
0,64,8,2,0.25,1,0,40
0,65,8,4,0.5,1,1,40
0,66,8,2,0.25,1,1,40
0,67,8,7,0.875,1,0,40
0,68,8,2,0.25,1,0,40
0,69,8,5,0.625,1,1,40
0,70,8,0,0.0,1,1,40
0,71,8,5,0.625,1,0,40
0,72,8,2,0.25,1,0,40
0,73,8,5,0.625,1,1,40
0,74,8,3,0.375,1,1,40
0,75,8,2,0.25,1,0,40
0,76,8,7,0.875,1,1,40
0,77,8,2,0.25,1,0,40
0,78,8,5,0.625,1,1,40
0,79,8,6,0.75,1,1,40
0,80,8,1,0.125,1,0,40
0,81,8,2,0.25,1,0,40
0,82,8,7,0.875,1,1,40
0,83,8,0,0.0,1,1,40
0,84,8,1,0.125,1,0,40
0,85,8,7,0.875,1,1,40
0,86,8,5,0.625,1,1,40
0,87,8,5,0.625,1,1,40
0,88,8,3,0.375,1,1,40
0,89,8,4,0.5,1,0,40
0,90,8,3,0.375,1,1,40
0,91,8,1,0.125,1,1,40
0,92,8,0,0.0,1,0,40
0,93,8,0,0.0,1,0,40
0,94,8,2,0.25,1,0,40
0,95,8,2,0.25,1,1,40
0,96,8,0,0.0,1,0,40
0,97,8,4,0.5,1,0,40
0,98,8,3,0.375,1,0,40
0,99,8,3,0.375,1,1,40
1,0,8,0,0.0,1,0,40
1,1,8,4,0.5,1,0,40
1,2,8,6,0.75,1,1,40
1,3,8,1,0.125,1,0,40
1,4,8,3,0.375,1,1,40
1,5,8,5,0.625,1,1,40
1,6,8,1,0.125,1,1,40
1,7,8,3,0.375,1,0,40
1,8,8,4,0.5,1,1,40
1,9,8,4,0.5,1,0,40
1,10,8,2,0.25,1,0,40
1,11,8,1,0.125,1,0,40
1,12,8,4,0.5,1,1,40
1,13,8,2,0.25,1,0,40
1,14,8,1,0.125,1,0,40
1,15,8,2,0.25,1,0,40
1,16,8,3,0.375,1,0,40
1,17,8,0,0.0,1,0,40
1,18,8,2,0.25,1,0,40
1,19,8,3,0.375,1,0,40
1,20,8,5,0.625,1,1,40
1,21,8,2,0.25,1,0,40
1,22,8,5,0.625,1,1,40
1,23,8,3,0.375,1,0,40
1,24,8,2,0.25,1,1,40
1,25,8,4,0.5,1,1,40
1,26,8,1,0.125,1,0,40
1,27,8,3,0.375,1,0,40
1,28,8,7,0.875,1,1,40
1,29,8,2,0.25,1,0,40
1,30,8,0,0.0,1,0,40
1,31,8,1,0.125,1,1,40
1,32,8,4,0.5,1,0,40
1,33,8,2,0.25,1,0,40
1,34,8,6,0.75,1,1,40
1,35,8,1,0.125,1,0,40
1,36,8,3,0.375,1,0,40
1,37,8,2,0.25,1,0,40
1,38,8,1,0.125,1,0,40
1,39,8,4,0.5,1,0,40
1,40,8,5,0.625,1,1,40
1,41,8,0,0.0,1,0,40
1,42,8,2,0.25,1,0,40
1,43,8,2,0.25,1,0,40
1,44,8,8,1.0,1,1,40
1,45,8,1,0.125,1,0,40
1,46,8,3,0.375,1,1,40
1,47,8,2,0.25,1,0,40
1,48,8,4,0.5,1,1,40
1,49,8,3,0.375,1,1,40
1,50,8,2,0.25,1,1,40
1,51,8,7,0.875,1,1,40
1,52,8,7,0.875,1,1,40
1,53,8,2,0.25,1,0,40
1,54,8,3,0.375,1,0,40
1,55,8,4,0.5,1,1,40
1,56,8,4,0.5,1,1,40
1,57,8,0,0.0,1,1,40
1,58,8,8,1.0,1,1,40
1,59,8,1,0.125,1,0,40
1,60,8,3,0.375,1,0,40
1,61,8,8,1.0,1,1,40
1,62,8,2,0.25,1,1,40
1,63,8,1,0.125,1,0,40
1,64,8,1,0.125,1,0,40
1,65,8,8,1.0,1,1,40
1,66,8,2,0.25,1,0,40
1,67,8,5,0.625,1,1,40
1,68,8,3,0.375,1,0,40
1,69,8,3,0.375,1,0,40
1,70,8,2,0.25,1,0,40
1,71,8,2,0.25,1,1,40
1,72,8,5,0.625,1,1,40
1,73,8,0,0.0,1,1,40
1,74,8,8,1.0,1,1,40
1,75,8,2,0.25,1,0,40
1,76,8,0,0.0,1,0,40
1,77,8,3,0.375,1,1,40
1,78,8,2,0.25,1,1,40
1,79,8,3,0.375,1,0,40
1,80,8,3,0.375,1,0,40
1,81,8,1,0.125,1,1,40
1,82,8,1,0.125,1,0,40
1,83,8,7,0.875,1,1,40
1,84,8,2,0.25,1,0,40
1,85,8,8,1.0,1,1,40
1,86,8,2,0.25,1,0,40
1,87,8,1,0.125,1,1,40
1,88,8,4,0.5,1,1,40
1,89,8,8,1.0,1,1,40
1,90,8,0,0.0,1,1,40
1,91,8,8,1.0,1,1,40
1,92,8,3,0.375,1,0,40
1,93,8,2,0.25,1,0,40
1,94,8,2,0.25,1,1,40
1,95,8,2,0.25,1,0,40
1,96,8,0,0.0,1,0,40
1,97,8,4,0.5,1,0,40
1,98,8,3,0.375,1,0,40
1,99,8,2,0.25,1,1,40
2,0,8,5,0.625,1,1,40
2,1,8,0,0.0,1,0,40
2,2,8,3,0.375,1,0,40
2,3,8,5,0.625,1,1,40
2,4,8,5,0.625,1,1,40
2,5,8,1,0.125,1,1,40
2,6,8,2,0.25,1,0,40
2,7,8,0,0.0,1,0,40
2,8,8,2,0.25,1,0,40
2,9,8,3,0.375,1,1,40
2,10,8,5,0.625,1,0,40
2,11,8,2,0.25,1,0,40
2,12,8,3,0.375,1,0,40
2,13,8,5,0.625,1,1,40
2,14,8,3,0.375,1,1,40
2,15,8,7,0.875,1,1,40
2,16,8,3,0.375,1,0,40
2,17,8,3,0.375,1,0,40
2,18,8,3,0.375,1,0,40
2,19,8,3,0.375,1,1,40
2,20,8,2,0.25,1,1,40
2,21,8,1,0.125,1,0,40
2,22,8,2,0.25,1,0,40
2,23,8,3,0.375,1,1,40
2,24,8,3,0.375,1,1,40
2,25,8,0,0.0,1,0,40
2,26,8,4,0.5,1,0,40
2,27,8,6,0.75,1,1,40
2,28,8,2,0.25,1,0,40
2,29,8,8,1.0,1,1,40
2,30,8,4,0.5,1,1,40
2,31,8,3,0.375,1,0,40
2,32,8,0,0.0,1,1,40
2,33,8,2,0.25,1,0,40
2,34,8,4,0.5,1,1,40
2,35,8,3,0.375,1,1,40
2,36,8,3,0.375,1,1,40
2,37,8,3,0.375,1,0,40
2,38,8,2,0.25,1,0,40
2,39,8,1,0.125,1,0,40
2,40,8,3,0.375,1,0,40
2,41,8,4,0.5,1,0,40
2,42,8,2,0.25,1,0,40
2,43,8,1,0.125,1,0,40
2,44,8,2,0.25,1,0,40
2,45,8,4,0.5,1,0,40
2,46,8,2,0.25,1,0,40
2,47,8,1,0.125,1,0,40
2,48,8,3,0.375,1,0,40
2,49,8,2,0.25,1,0,40
2,50,8,1,0.125,1,0,40
2,51,8,4,0.5,1,0,40
2,52,8,4,0.5,1,1,40
2,53,8,0,0.0,1,1,40
2,54,8,4,0.5,1,0,40
2,55,8,2,0.25,1,0,40
2,56,8,1,0.125,1,0,40
2,57,8,2,0.25,1,1,40
2,58,8,5,0.625,1,0,40
2,59,8,2,0.25,1,0,40
2,60,8,0,0.0,1,0,40
2,61,8,6,0.75,1,1,40
2,62,8,3,0.375,1,1,40
2,63,8,0,0.0,1,1,40
2,64,8,2,0.25,1,0,40
2,65,8,1,0.125,1,0,40
2,66,8,0,0.0,1,1,40
2,67,8,3,0.375,1,0,40
2,68,8,2,0.25,1,0,40
2,69,8,1,0.125,1,0,40
2,70,8,5,0.625,1,1,40
2,71,8,1,0.125,1,0,40
2,72,8,2,0.25,1,0,40
2,73,8,7,0.875,1,1,40
2,74,8,1,0.125,1,0,40
2,75,8,2,0.25,1,1,40
2,76,8,1,0.125,1,0,40
2,77,8,0,0.0,1,1,40
2,78,8,7,0.875,1,1,40
2,79,8,8,1.0,1,1,40
2,80,8,2,0.25,1,0,40
2,81,8,2,0.25,1,1,40
2,82,8,4,0.5,1,0,40
2,83,8,1,0.125,1,1,40
2,84,8,3,0.375,1,0,40
2,85,8,1,0.125,1,1,40
2,86,8,4,0.5,1,1,40
2,87,8,3,0.375,1,0,40
2,88,8,7,0.875,1,1,40
2,89,8,0,0.0,1,1,40
2,90,8,0,0.0,1,1,40
2,91,8,1,0.125,1,0,40
2,92,8,2,0.25,1,0,40
2,93,8,6,0.75,1,1,40
2,94,8,3,0.375,1,1,40
2,95,8,2,0.25,1,1,40
2,96,8,6,0.75,1,1,40
2,97,8,4,0.5,1,0,40
2,98,8,0,0.0,1,0,40
2,99,8,1,0.125,1,0,40
3,0,8,1,0.125,1,0,40
3,1,8,1,0.125,1,0,40
3,2,8,3,0.375,1,0,40
3,3,8,1,0.125,1,0,40
3,4,8,0,0.0,1,1,40
3,5,8,1,0.125,1,0,40
3,6,8,2,0.25,1,0,40
3,7,8,1,0.125,1,0,40
3,8,8,3,0.375,1,0,40
3,9,8,1,0.125,1,0,40
3,10,8,6,0.75,1,1,40
3,11,8,1,0.125,1,0,40
3,12,8,3,0.375,1,0,40
3,13,8,6,0.75,1,1,40
3,14,8,1,0.125,1,1,40
3,15,8,4,0.5,1,0,40
3,16,8,0,0.0,1,1,40
3,17,8,2,0.25,1,0,40
3,18,8,3,0.375,1,1,40
3,19,8,6,0.75,1,1,40
3,20,8,1,0.125,1,0,40
3,21,8,0,0.0,1,0,40
3,22,8,4,0.5,1,1,40
3,23,8,5,0.625,1,1,40
3,24,8,3,0.375,1,0,40
3,25,8,2,0.25,1,0,40
3,26,8,0,0.0,1,1,40
3,27,8,3,0.375,1,0,40
3,28,8,5,0.625,1,1,40
3,29,8,7,0.875,1,1,40
3,30,8,0,0.0,1,0,40
3,31,8,7,0.875,1,1,40
3,32,8,3,0.375,1,1,40
3,33,8,2,0.25,1,0,40
3,34,8,5,0.625,1,1,40
3,35,8,1,0.125,1,0,40
3,36,8,2,0.25,1,0,40
3,37,8,1,0.125,1,0,40
3,38,8,1,0.125,1,0,40
3,39,8,0,0.0,1,0,40
3,40,8,3,0.375,1,1,40
3,41,8,7,0.875,1,1,40
3,42,8,4,0.5,1,1,40
3,43,8,3,0.375,1,0,40
3,44,8,3,0.375,1,0,40
3,45,8,1,0.125,1,0,40
3,46,8,2,0.25,1,0,40
3,47,8,3,0.375,1,1,40
3,48,8,1,0.125,1,0,40
3,49,8,8,1.0,1,1,40
3,50,8,3,0.375,1,0,40
3,51,8,8,1.0,1,1,40
3,52,8,0,0.0,1,1,40
3,53,8,1,0.125,1,0,40
3,54,8,3,0.375,1,0,40
3,55,8,5,0.625,1,1,40
3,56,8,2,0.25,1,0,40
3,57,8,3,0.375,1,0,40
3,58,8,3,0.375,1,1,40
3,59,8,4,0.5,1,1,40
3,60,8,8,1.0,1,1,40
3,61,8,1,0.125,1,0,40
3,62,8,5,0.625,1,0,40
3,63,8,1,0.125,1,0,40
3,64,8,2,0.25,1,0,40
3,65,8,3,0.375,1,0,40
3,66,8,1,0.125,1,1,40
3,67,8,1,0.125,1,0,40
3,68,8,1,0.125,1,0,40
3,69,8,2,0.25,1,1,40
3,70,8,3,0.375,1,0,40
3,71,8,2,0.25,1,0,40
3,72,8,2,0.25,1,0,40
3,73,8,8,1.0,1,1,40
3,74,8,4,0.5,1,1,40
3,75,8,1,0.125,1,0,40
3,76,8,1,0.125,1,0,40
3,77,8,5,0.625,1,1,40
3,78,8,6,0.75,1,1,40
3,79,8,2,0.25,1,1,40
3,80,8,2,0.25,1,0,40
3,81,8,0,0.0,1,0,40
3,82,8,2,0.25,1,0,40
3,83,8,6,0.75,1,1,40
3,84,8,1,0.125,1,0,40
3,85,8,3,0.375,1,0,40
3,86,8,2,0.25,1,0,40
3,87,8,1,0.125,1,0,40
3,88,8,1,0.125,1,0,40
3,89,8,3,0.375,1,0,40
3,90,8,6,0.75,1,1,40
3,91,8,2,0.25,1,0,40
3,92,8,8,1.0,1,1,40
3,93,8,7,0.875,1,1,40
3,94,8,4,0.5,1,0,40
3,95,8,6,0.75,1,1,40
3,96,8,8,1.0,1,1,40
3,97,8,0,0.0,1,0,40
3,98,8,3,0.375,1,0,40
3,99,8,6,0.75,1,1,40
4,0,8,1,0.125,1,0,40
4,1,8,3,0.375,1,1,40
4,2,8,3,0.375,1,1,40
4,3,8,2,0.25,1,0,40
4,4,8,0,0.0,1,1,40
4,5,8,0,0.0,1,0,40
4,6,8,5,0.625,1,1,40
4,7,8,1,0.125,1,0,40
4,8,8,4,0.5,1,1,40
4,9,8,5,0.625,1,1,40
4,10,8,6,0.75,1,1,40
4,11,8,7,0.875,1,1,40
4,12,8,2,0.25,1,0,40
4,13,8,2,0.25,1,0,40
4,14,8,1,0.125,1,0,40
4,15,8,1,0.125,1,0,40
4,16,8,2,0.25,1,0,40
4,17,8,3,0.375,1,0,40
4,18,8,7,0.875,1,1,40
4,19,8,2,0.25,1,0,40
4,20,8,3,0.375,1,1,40
4,21,8,0,0.0,1,1,40
4,22,8,6,0.75,1,0,40
4,23,8,2,0.25,1,1,40
4,24,8,8,1.0,1,1,40
4,25,8,5,0.625,1,0,40
4,26,8,6,0.75,1,1,40
4,27,8,1,0.125,1,0,40
4,28,8,6,0.75,1,1,40
4,29,8,2,0.25,1,0,40
4,30,8,1,0.125,1,0,40
4,31,8,0,0.0,1,1,40
4,32,8,3,0.375,1,0,40
4,33,8,8,1.0,1,1,40
4,34,8,7,0.875,1,1,40
4,35,8,1,0.125,1,0,40
4,36,8,4,0.5,1,0,40
4,37,8,3,0.375,1,0,40
4,38,8,3,0.375,1,0,40
4,39,8,4,0.5,1,0,40
4,40,8,1,0.125,1,0,40
4,41,8,2,0.25,1,0,40
4,42,8,1,0.125,1,1,40
4,43,8,4,0.5,1,0,40
4,44,8,6,0.75,1,1,40
4,45,8,2,0.25,1,0,40
4,46,8,2,0.25,1,0,40
4,47,8,5,0.625,1,0,40
4,48,8,3,0.375,1,1,40
4,49,8,6,0.75,1,1,40
4,50,8,0,0.0,1,0,40
4,51,8,3,0.375,1,1,40
4,52,8,1,0.125,1,0,40
4,53,8,3,0.375,1,0,40
4,54,8,3,0.375,1,0,40
4,55,8,3,0.375,1,1,40
4,56,8,1,0.125,1,0,40
4,57,8,1,0.125,1,0,40
4,58,8,3,0.375,1,0,40
4,59,8,2,0.25,1,0,40
4,60,8,0,0.0,1,1,40
4,61,8,5,0.625,1,0,40
4,62,8,1,0.125,1,0,40
4,63,8,8,1.0,1,1,40
4,64,8,8,1.0,1,1,40
4,65,8,5,0.625,1,1,40
4,66,8,1,0.125,1,0,40
4,67,8,2,0.25,1,0,40
4,68,8,2,0.25,1,0,40
4,69,8,1,0.125,1,1,40
4,70,8,4,0.5,1,1,40
4,71,8,2,0.25,1,0,40
4,72,8,2,0.25,1,0,40
4,73,8,3,0.375,1,0,40
4,74,8,6,0.75,1,1,40
4,75,8,4,0.5,1,0,40
4,76,8,4,0.5,1,1,40
4,77,8,1,0.125,1,0,40
4,78,8,3,0.375,1,0,40
4,79,8,3,0.375,1,1,40
4,80,8,1,0.125,1,0,40
4,81,8,2,0.25,1,0,40
4,82,8,2,0.25,1,1,40
4,83,8,3,0.375,1,0,40
4,84,8,2,0.25,1,0,40
4,85,8,1,0.125,1,0,40
4,86,8,0,0.0,1,0,40
4,87,8,1,0.125,1,1,40
4,88,8,3,0.375,1,0,40
4,89,8,8,1.0,1,1,40
4,90,8,1,0.125,1,0,40
4,91,8,3,0.375,1,0,40
4,92,8,4,0.5,1,0,40
4,93,8,0,0.0,1,0,40
4,94,8,0,0.0,1,0,40
4,95,8,0,0.0,1,1,40
4,96,8,2,0.25,1,1,40
4,97,8,2,0.25,1,0,40
4,98,8,4,0.5,1,0,40
4,99,8,5,0.625,1,1,40
5,0,8,2,0.25,1,0,40
5,1,8,5,0.625,1,1,40
5,2,8,8,1.0,1,1,40
5,3,8,3,0.375,1,0,40
5,4,8,4,0.5,1,0,40
5,5,8,2,0.25,1,0,40
5,6,8,3,0.375,1,1,40
5,7,8,3,0.375,1,0,40
5,8,8,1,0.125,1,0,40
5,9,8,0,0.0,1,0,40
5,10,8,8,1.0,1,1,40
5,11,8,3,0.375,1,0,40
5,12,8,2,0.25,1,0,40
5,13,8,3,0.375,1,1,40
5,14,8,6,0.75,1,1,40
5,15,8,3,0.375,1,1,40
5,16,8,8,1.0,1,1,40
5,17,8,2,0.25,1,0,40
5,18,8,4,0.5,1,0,40
5,19,8,1,0.125,1,0,40
5,20,8,0,0.0,1,1,40
5,21,8,3,0.375,1,0,40
5,22,8,3,0.375,1,0,40
5,23,8,6,0.75,1,1,40
5,24,8,2,0.25,1,0,40
5,25,8,2,0.25,1,0,40
5,26,8,4,0.5,1,1,40
5,27,8,0,0.0,1,1,40
5,28,8,3,0.375,1,0,40
5,29,8,3,0.375,1,0,40
5,30,8,8,1.0,1,1,40
5,31,8,2,0.25,1,0,40
5,32,8,5,0.625,1,1,40
5,33,8,1,0.125,1,0,40
5,34,8,1,0.125,1,0,40
5,35,8,3,0.375,1,1,40
5,36,8,8,1.0,1,1,40
5,37,8,1,0.125,1,1,40
5,38,8,4,0.5,1,1,40
5,39,8,3,0.375,1,0,40
5,40,8,4,0.5,1,1,40
5,41,8,5,0.625,1,0,40
5,42,8,2,0.25,1,0,40
5,43,8,1,0.125,1,1,40
5,44,8,8,1.0,1,1,40
5,45,8,7,0.875,1,1,40
5,46,8,2,0.25,1,0,40
5,47,8,1,0.125,1,0,40
5,48,8,2,0.25,1,0,40
5,49,8,4,0.5,1,0,40
5,50,8,1,0.125,1,0,40
5,51,8,6,0.75,1,1,40
5,52,8,1,0.125,1,0,40
5,53,8,1,0.125,1,0,40
5,54,8,2,0.25,1,0,40
5,55,8,2,0.25,1,1,40
5,56,8,3,0.375,1,1,40
5,57,8,4,0.5,1,1,40
5,58,8,1,0.125,1,0,40
5,59,8,3,0.375,1,0,40
5,60,8,1,0.125,1,1,40
5,61,8,0,0.0,1,0,40
5,62,8,2,0.25,1,0,40
5,63,8,2,0.25,1,1,40
5,64,8,4,0.5,1,0,40
5,65,8,3,0.375,1,0,40
5,66,8,3,0.375,1,0,40
5,67,8,4,0.5,1,1,40
5,68,8,0,0.0,1,0,40
5,69,8,4,0.5,1,1,40
5,70,8,3,0.375,1,1,40
5,71,8,5,0.625,1,1,40
5,72,8,1,0.125,1,1,40
5,73,8,1,0.125,1,0,40
5,74,8,2,0.25,1,1,40
5,75,8,0,0.0,1,1,40
5,76,8,2,0.25,1,0,40
5,77,8,7,0.875,1,1,40
5,78,8,3,0.375,1,0,40
5,79,8,3,0.375,1,0,40
5,80,8,4,0.5,1,1,40
5,81,8,4,0.5,1,0,40
5,82,8,3,0.375,1,0,40
5,83,8,1,0.125,1,1,40
5,84,8,4,0.5,1,1,40
5,85,8,0,0.0,1,0,40
5,86,8,8,1.0,1,1,40
5,87,8,2,0.25,1,0,40
5,88,8,1,0.125,1,0,40
5,89,8,5,0.625,1,1,40
5,90,8,4,0.5,1,1,40
5,91,8,2,0.25,1,1,40
5,92,8,1,0.125,1,1,40
5,93,8,1,0.125,1,0,40
5,94,8,3,0.375,1,0,40
5,95,8,1,0.125,1,0,40
5,96,8,2,0.25,1,0,40
5,97,8,3,0.375,1,0,40
5,98,8,2,0.25,1,1,40
5,99,8,3,0.375,1,0,40
6,0,8,2,0.25,1,0,40
6,1,8,3,0.375,1,0,40
6,2,8,0,0.0,1,0,40
6,3,8,2,0.25,1,0,40
6,4,8,3,0.375,1,0,40
6,5,8,2,0.25,1,1,40
6,6,8,2,0.25,1,1,40
6,7,8,1,0.125,1,0,40
6,8,8,0,0.0,1,0,40
6,9,8,5,0.625,1,1,40
6,10,8,1,0.125,1,1,40
6,11,8,2,0.25,1,1,40
6,12,8,1,0.125,1,1,40
6,13,8,3,0.375,1,0,40
6,14,8,1,0.125,1,0,40
6,15,8,3,0.375,1,0,40
6,16,8,5,0.625,1,0,40
6,17,8,2,0.25,1,0,40
6,18,8,1,0.125,1,0,40
6,19,8,1,0.125,1,0,40
6,20,8,1,0.125,1,0,40
6,21,8,1,0.125,1,0,40
6,22,8,3,0.375,1,0,40
6,23,8,4,0.5,1,1,40
6,24,8,1,0.125,1,0,40
6,25,8,2,0.25,1,1,40
6,26,8,1,0.125,1,1,40
6,27,8,2,0.25,1,1,40
6,28,8,2,0.25,1,0,40
6,29,8,3,0.375,1,0,40
6,30,8,1,0.125,1,0,40
6,31,8,3,0.375,1,0,40
6,32,8,1,0.125,1,0,40
6,33,8,2,0.25,1,0,40
6,34,8,7,0.875,1,1,40
6,35,8,7,0.875,1,1,40
6,36,8,1,0.125,1,0,40
6,37,8,4,0.5,1,1,40
6,38,8,4,0.5,1,0,40
6,39,8,1,0.125,1,1,40
6,40,8,1,0.125,1,0,40
6,41,8,7,0.875,1,1,40
6,42,8,0,0.0,1,0,40
6,43,8,4,0.5,1,0,40
6,44,8,2,0.25,1,0,40
6,45,8,1,0.125,1,0,40
6,46,8,8,1.0,1,1,40
6,47,8,3,0.375,1,0,40
6,48,8,3,0.375,1,0,40
6,49,8,7,0.875,1,1,40
6,50,8,4,0.5,1,1,40
6,51,8,1,0.125,1,1,40
6,52,8,2,0.25,1,0,40
6,53,8,0,0.0,1,0,40
6,54,8,2,0.25,1,0,40
6,55,8,4,0.5,1,0,40
6,56,8,8,1.0,1,1,40
6,57,8,3,0.375,1,0,40
6,58,8,1,0.125,1,1,40
6,59,8,2,0.25,1,0,40
6,60,8,4,0.5,1,0,40
6,61,8,2,0.25,1,0,40
6,62,8,2,0.25,1,0,40
6,63,8,2,0.25,1,0,40
6,64,8,2,0.25,1,0,40
6,65,8,7,0.875,1,1,40
6,66,8,2,0.25,1,1,40
6,67,8,2,0.25,1,0,40
6,68,8,1,0.125,1,1,40
6,69,8,1,0.125,1,1,40
6,70,8,0,0.0,1,0,40
6,71,8,2,0.25,1,0,40
6,72,8,8,1.0,1,1,40
6,73,8,2,0.25,1,1,40
6,74,8,2,0.25,1,0,40
6,75,8,8,1.0,1,1,40
6,76,8,1,0.125,1,0,40
6,77,8,4,0.5,1,0,40
6,78,8,0,0.0,1,0,40
6,79,8,4,0.5,1,1,40
6,80,8,3,0.375,1,0,40
6,81,8,5,0.625,1,0,40
6,82,8,2,0.25,1,0,40
6,83,8,4,0.5,1,1,40
6,84,8,2,0.25,1,0,40
6,85,8,3,0.375,1,0,40
6,86,8,1,0.125,1,0,40
6,87,8,8,1.0,1,1,40
6,88,8,0,0.0,1,1,40
6,89,8,3,0.375,1,0,40
6,90,8,5,0.625,1,1,40
6,91,8,3,0.375,1,0,40
6,92,8,4,0.5,1,1,40
6,93,8,3,0.375,1,0,40
6,94,8,1,0.125,1,0,40
6,95,8,2,0.25,1,0,40
6,96,8,2,0.25,1,0,40
6,97,8,8,1.0,1,1,40
6,98,8,8,1.0,1,1,40
6,99,8,2,0.25,1,0,40
7,0,8,2,0.25,1,1,40
7,1,8,6,0.75,1,1,40
7,2,8,6,0.75,1,1,40
7,3,8,4,0.5,1,1,40
7,4,8,3,0.375,1,0,40
7,5,8,3,0.375,1,0,40
7,6,8,1,0.125,1,0,40
7,7,8,3,0.375,1,0,40
7,8,8,4,0.5,1,0,40
7,9,8,3,0.375,1,0,40
7,10,8,2,0.25,1,0,40
7,11,8,7,0.875,1,1,40
7,12,8,1,0.125,1,0,40
7,13,8,5,0.625,1,1,40
7,14,8,5,0.625,1,1,40
7,15,8,8,1.0,1,1,40
7,16,8,3,0.375,1,1,40
7,17,8,4,0.5,1,0,40
7,18,8,1,0.125,1,0,40
7,19,8,1,0.125,1,0,40
7,20,8,5,0.625,1,1,40
7,21,8,3,0.375,1,1,40
7,22,8,3,0.375,1,0,40
7,23,8,4,0.5,1,1,40
7,24,8,8,1.0,1,1,40
7,25,8,5,0.625,1,1,40
7,26,8,2,0.25,1,0,40
7,27,8,1,0.125,1,0,40
7,28,8,1,0.125,1,0,40
7,29,8,1,0.125,1,1,40
7,30,8,2,0.25,1,0,40
7,31,8,2,0.25,1,0,40
7,32,8,1,0.125,1,1,40
7,33,8,5,0.625,1,1,40
7,34,8,2,0.25,1,0,40
7,35,8,2,0.25,1,1,40
7,36,8,3,0.375,1,0,40
7,37,8,6,0.75,1,1,40
7,38,8,1,0.125,1,1,40
7,39,8,1,0.125,1,0,40
7,40,8,0,0.0,1,0,40
7,41,8,2,0.25,1,0,40
7,42,8,7,0.875,1,1,40
7,43,8,1,0.125,1,1,40
7,44,8,2,0.25,1,0,40
7,45,8,7,0.875,1,1,40
7,46,8,7,0.875,1,1,40
7,47,8,5,0.625,1,1,40
7,48,8,2,0.25,1,0,40
7,49,8,2,0.25,1,0,40
7,50,8,4,0.5,1,1,40
7,51,8,5,0.625,1,1,40
7,52,8,4,0.5,1,1,40
7,53,8,1,0.125,1,0,40
7,54,8,0,0.0,1,0,40
7,55,8,5,0.625,1,1,40
7,56,8,2,0.25,1,0,40
7,57,8,3,0.375,1,0,40
7,58,8,0,0.0,1,0,40
7,59,8,0,0.0,1,1,40
7,60,8,1,0.125,1,1,40
7,61,8,2,0.25,1,0,40
7,62,8,2,0.25,1,0,40
7,63,8,7,0.875,1,1,40
7,64,8,7,0.875,1,1,40
7,65,8,4,0.5,1,0,40
7,66,8,4,0.5,1,0,40
7,67,8,2,0.25,1,0,40
7,68,8,2,0.25,1,0,40
7,69,8,2,0.25,1,0,40
7,70,8,1,0.125,1,1,40
7,71,8,3,0.375,1,0,40
7,72,8,2,0.25,1,0,40
